Date,rstar,g,z,output gap,real rate gap,,,All results are output from the Stage 3 model.,,,,,,,,,,,,,,,Standard Errors,Date,y*,r*,g
,3.27200629681393,3.45822508117886,-0.66011726632517,-4.81117648001577,1.68094662776882,,,,,,,,,,,,,,,,,,,,,,
,3.26772045430697,3.45665624561548,-0.662619287611519,-3.84656415289601,2.26140263698856,,,,,,,,,,,,,,,,,,,,,,
,3.25328858084238,3.44746672449,-0.666602352307665,-3.0190120713969,2.64913061776164,,,,,,,,,,,,,,,,,,,,,,
,3.23054113898264,3.43153383713575,-0.671233540793533,-2.435620762349,3.02639018317437,,,,,,,,,,,,,,,,,,,,,,
,3.20852569756329,3.41650698745385,-0.676162925543088,-2.26801138420387,4.64455808160143,,,,,,,,,,,,,,,,,,,,,,
,3.1848584307309,3.40065457515984,-0.681805441975878,-2.28795258971934,2.41487586952233,,,,,,,,,,,,,,,,,,,,,,
,3.15589970251101,3.38081852709572,-0.688209885797978,-2.30231700785043,0.916752752493929,,,,,,,,,,,,,,,,,,,,,,
,3.12504900243733,3.36027856610859,-0.695705927719708,-2.21895008543174,0.735524923418596,,,,,,,,,,,,,,,,,,,,,,
,3.08462320653983,3.33179350818028,-0.703743210767971,-1.87629561708729,0.434974579827375,,,,,,,,,,,,,,,,,,,,,,
,3.04899946527409,3.30737058662802,-0.711597231132962,-1.79119157015793,0.86034452187475,,,,,,,,,,,,,,,,,,,,,,
,3.01313519117343,3.28246734095543,-0.719145638912263,-1.73536711341137,0.7426429927539,,,,,,,,,,,,,,,,,,,,,,
,2.98386680054752,3.26323468135186,-0.726545819044696,-1.85047331273347,0.188573146648397,,,,,,,,,,,,,,,,,,,,,,
,2.95299548598296,3.24242680677472,-0.733757848281385,-1.80289005639713,-0.236814344411798,,,,,,,,,,,,,,,,,,,,,,
,2.92858213341451,3.22695924015701,-0.740584033521446,-1.85594005100586,-0.188154913995536,,,,,,,,,,,,,,,,,,,,,,
,2.90637028385871,3.21370727253569,-0.747727929743218,-1.79102683014673,0.327631025845335,,,,,,,,,,,,,,,,,,,,,,
,2.88126981675902,3.19837970438376,-0.755400412694674,-1.57812774153854,0.34830394013676,,,,,,,,,,,,,,,,,,,,,,
,2.85612013178605,3.18404872805096,-0.764255273473675,-1.37457211387721,0.370680656703308,,,,,,,,,,,,,,,,,,,,,,
,2.81841744242865,3.15919844258198,-0.773702314124133,-0.918531737405488,-0.00636679246130534,,,,,,,,,,,,,,,,,,,,,,
,2.78777739366741,3.14076318905091,-0.783380831145728,-0.872083977336501,-0.471698237842739,,,,,,,,,,,,,,,,,,,,,,
,2.74926340746908,3.11581014639444,-0.793522330100382,-0.623508286649667,-0.384147682701552,,,,,,,,,,,,,,,,,,,,,,
,2.71471222510642,3.0949709830194,-0.804378650671344,-0.568236770235217,0.366266304173772,,,,,,,,,,,,,,,,,,,,,,
,2.67034048749121,3.06662536631728,-0.816520425016469,-0.272343864452409,0.683346933152901,,,,,,,,,,,,,,,,,,,,,,
,2.62218169775903,3.03562171925133,-0.829426977456525,-0.0933375479708047,1.63323555315964,,,,,,,,,,,,,,,,,,,,,,
,2.57234344786475,3.00382965508052,-0.843116532077258,-0.0679898243955677,2.34812016555104,,,,,,,,,,,,,,,,,,,,,,
,2.51963254057692,2.96995035048141,-0.857305478304203,-0.140367668419117,2.11957203308936,,,,,,,,,,,,,,,,,,,,,,
,2.47070535026854,2.94027067297141,-0.872485831277269,-0.410358964386319,1.87990282127891,,,,,,,,,,,,,,,,,,,,,,
,2.41147905688764,2.90211541562867,-0.88832825491773,-0.407027759179414,1.184235974295,,,,,,,,,,,,,,,,,,,,,,
,2.35692438672508,2.8671570724766,-0.903134059228642,-0.700273389078802,1.04569856829662,,,,,,,,,,,,,,,,,,,,,,
,2.31147945350094,2.83804537281927,-0.915477965915026,-1.26668047206158,0.85966710409532,,,,,,,,,,,,,,,,,,,,,,
,2.28870268671617,2.82668954227072,-0.925342753915663,-2.24596470702761,0.919890156807313,,,,,,,,,,,,,,,,,,,,,,
,2.27778197038681,2.8253602896007,-0.934752063201691,-2.98378724692463,-0.0364419198735031,,,,,,,,,,,,,,,,,,,,,,
,2.26282545233079,2.82034552401726,-0.944006616390937,-3.09950664842916,-0.339317931457056,,,,,,,,,,,,,,,,,,,,,,
,2.2538966851006,2.81975176445871,-0.952260258117081,-3.16992178764781,-0.424891953806878,,,,,,,,,,,,,,,,,,,,,,
,2.25291734458664,2.82600769884246,-0.960352816082871,-3.2160942497178,-1.10803273750067,,,,,,,,,,,,,,,,,,,,,,
,2.24742949932118,2.82854124079754,-0.968721387670635,-2.88674392655787,-1.90998468407501,,,,,,,,,,,,,,,,,,,,,,
,2.24304681730491,2.83172873263235,-0.976728360025651,-2.5127418613522,-2.08709446466436,,,,,,,,,,,,,,,,,,,,,,
,2.24216479053842,2.83736172962231,-0.984015302514914,-2.1781555054373,-2.23033392108797,,,,,,,,,,,,,,,,,,,,,,
,2.24464038920657,2.84436067012182,-0.98949774538805,-1.92635685352616,-2.43643518433316,,,,,,,,,,,,,,,,,,,,,,
,2.26315424034211,2.8636565901606,-0.992924034086049,-2.050525084985,-2.11914545858936,,,,,,,,,,,,,,,,,,,,,,
,2.28801900634088,2.88734251332592,-0.994990995897582,-2.08484342433974,-2.18657044932228,,,,,,,,,,,,,,,,,,,,,,
,2.32048666354415,2.91735610424129,-0.996649847317198,-2.06377338409266,-1.92246036757099,,,,,,,,,,,,,,,,,,,,,,
,2.34743941133637,2.94247631962355,-0.998259668038316,-1.67704914183639,-1.87073481312945,,,,,,,,,,,,,,,,,,,,,,
,2.37710816241474,2.96975580272848,-0.999608648827932,-1.36544866600582,-1.34871091138967,,,,,,,,,,,,,,,,,,,,,,
,2.40291726515793,2.99307229756312,-1.00031122088812,-0.999430071836969,-0.67481489105548,,,,,,,,,,,,,,,,,,,,,,
,2.43575577629858,3.02198030388922,-1.00034212980254,-0.953302810331593,0.0150822520350506,,,,,,,,,,,,,,,,,,,,,,
,2.4644587048695,3.04649012195678,-0.999507726526923,-0.84496370551858,0.655581689845487,,,,,,,,,,,,,,,,,,,,,,
,2.50111986457825,3.07670493356149,-0.997201870442942,-1.09801716403445,1.36527147247567,,,,,,,,,,,,,,,,,,,,,,
,2.5423933774058,3.11053958242514,-0.994399543534255,-1.43718238351028,1.69610012079596,,,,,,,,,,,,,,,,,,,,,,
,2.5789191672065,3.14010467171799,-0.991490300235239,-1.57766319096879,1.46532515116785,,,,,,,,,,,,,,,,,,,,,,
,2.61480448534367,3.16899135771299,-0.988450160186705,-1.72819130159917,1.34240780219209,,,,,,,,,,,,,,,,,,,,,,
,2.64827281004666,3.19655888784871,-0.986327086958005,-1.76496687859208,1.09447258425821,,,,,,,,,,,,,,,,,,,,,,
,2.6671189048565,3.21180942968683,-0.984821394668137,-1.44329114054699,0.792494908763684,,,,,,,,,,,,,,,,,,,,,,
,2.6862163284624,3.22708867637432,-0.983097012005663,-1.36894375350641,0.877292290017199,,,,,,,,,,,,,,,,,,,,,,
,2.70149673512656,3.23887341232803,-0.981216264658391,-1.31985404935062,0.650406875074845,,,,,,,,,,,,,,,,,,,,,,
,2.71775086789225,3.25219896459265,-0.980113753554565,-1.35260795983095,0.734483947594566,,,,,,,,,,,,,,,,,,,,,,
,2.71890834326687,3.25329614080767,-0.980203806130467,-1.00157927148007,0.66098997640304,,,,,,,,,,,,,,,,,,,,,,
,2.71477340808784,3.24990518861369,-0.980483109385485,-0.769000566167961,0.933577336814767,,,,,,,,,,,,,,,,,,,,,,
,2.70986872225311,3.24603833120285,-0.980991042324276,-0.731024548768687,1.15687478815305,,,,,,,,,,,,,,,,,,,,,,
,2.70006543766732,3.23840796960877,-0.982118337373521,-0.677460714358517,1.22768097564771,,,,,,,,,,,,,,,,,,,,,,
,2.68574656876663,3.22783158677105,-0.984411486954973,-0.613599353496852,1.37905150499826,,,,,,,,,,,,,,,,,,,,,,
,2.66109126116244,3.20980950405081,-0.988575052565056,-0.381119986560748,1.14060731326011,,,,,,,,,,,,,,,,,,,,,,
,2.62239636125738,3.1805326481432,-0.993981137466282,-0.0146797921262305,0.235726227056561,,,,,,,,,,,,,,,,,,,,,,
,2.58157230787991,3.14987127431242,-0.999942130259766,0.107529698215217,0.185260430639871,,,,,,,,,,,,,,,,,,,,,,
,2.53786698271329,3.11789530494341,-1.00728965347347,0.197740232026376,0.143979257088418,,,,,,,,,,,,,,,,,,,,,,
,2.48289970334235,3.077882264142,-1.01676069796243,0.518906607270083,0.371130626970033,,,,,,,,,,,,,,,,,,,,,,
,2.41413602423945,3.02663519671249,-1.02725465874132,0.928331722135567,0.222983577764058,,,,,,,,,,,,,,,,,,,,,,
,2.34992104569262,2.98069690283941,-1.03923618123815,0.902181728919345,0.474878385767173,,,,,,,,,,,,,,,,,,,,,,
,2.26600844501861,2.91834980767311,-1.05225794159904,1.2677275982112,0.919011990762383,,,,,,,,,,,,,,,,,,,,,,
,2.19117838783903,2.86378180038963,-1.0650422550239,0.986589981797692,1.26084683047628,,,,,,,,,,,,,,,,,,,,,,
,2.1131934707651,2.80611579618776,-1.07745889687241,0.688294269950802,1.1820041622657,,,,,,,,,,,,,,,,,,,,,,
,2.04547017423983,2.75720640499615,-1.08957049518577,0.0516172998080719,0.281318980058127,,,,,,,,,,,,,,,,,,,,,,
,1.97301922972302,2.70355693953197,-1.10102011030686,-0.293662853184628,-1.04189620198819,,,,,,,,,,,,,,,,,,,,,,
,1.9153271940222,2.66190933746352,-1.11135735746808,-0.890899846419074,-1.32518923474324,,,,,,,,,,,,,,,,,,,,,,
,1.86039690052107,2.62273077106228,-1.12174024283354,-1.15931994992457,-2.7051495656141,,,,,,,,,,,,,,,,,,,,,,
,1.80397835640389,2.58196843720193,-1.13181057950373,-1.08934927024723,-2.70107724080347,,,,,,,,,,,,,,,,,,,,,,
,1.75290679647623,2.54481585427095,-1.14063834576699,-1.04777962972287,-2.84853206745501,,,,,,,,,,,,,,,,,,,,,,
,1.71035591872379,2.51366639650891,-1.14777119433685,-1.13013044700597,-2.9874077952958,,,,,,,,,,,,,,,,,,,,,,
,1.6791452562336,2.49141688194206,-1.15368337612002,-1.30306756239747,-2.89552587871138,,,,,,,,,,,,,,,,,,,,,,
,1.65182237635422,2.47248947990494,-1.15948513409666,-1.26230742759958,-2.97128955107592,,,,,,,,,,,,,,,,,,,,,,
,1.62297348413547,2.4531025527191,-1.16629040815441,-0.934396711802265,-2.80040749776718,,,,,,,,,,,,,,,,,,,,,,
,1.58291660087476,2.42452158372042,-1.17384972430513,-0.269726436180122,-3.15145354081484,,,,,,,,,,,,,,,,,,,,,,
,1.54235908193989,2.39497529373758,-1.18081207221509,0.179418239430333,-3.25633031202228,,,,,,,,,,,,,,,,,,,,,,
,1.50793298779728,2.37029070580395,-1.18717092157699,0.334381976531745,-3.40635704586933,,,,,,,,,,,,,,,,,,,,,,
,1.47354792161057,2.34573574235489,-1.1936361305816,0.531951766627571,-3.57201809225353,,,,,,,,,,,,,,,,,,,,,,
,1.43682001439071,2.31950464532746,-1.20053835778142,0.837337395993472,-2.94253466827518,,,,,,,,,,,,,,,,,,,,,,
,1.39642689532399,2.29054618982567,-1.20800469430572,1.18956509666964,-2.56969698071109,,,,,,,,,,,,,,,,,,,,,,
,1.35072443963131,2.25699700957756,-1.21556055193699,1.51194107535389,-2.31472268000623,,,,,,,,,,,,,,,,,,,,,,
,1.30798496034714,2.22621092208924,-1.22329516682165,1.57751446721397,-1.55950860281407,,,,,,,,,,,,,,,,,,,,,,
,1.26073961846899,2.19210239242797,-1.23175791068007,1.70348380943403,-1.0021660092028,,,,,,,,,,,,,,,,,,,,,,
,1.21081695370694,2.15692126200061,-1.24167839262175,1.78490694590198,-0.641289867505482,,,,,,,,,,,,,,,,,,,,,,
,1.14625849881761,2.10967759457551,-1.25251913581487,2.08766748581616,-0.1602718634444,,,,,,,,,,,,,,,,,,,,,,
,1.08486871935761,2.0652406057147,-1.26338249583345,1.93980115508123,0.0446680953360921,,,,,,,,,,,,,,,,,,,,,,
,1.02327392179889,2.02173338682362,-1.27550805511171,1.71623430213026,0.434410165614611,,,,,,,,,,,,,,,,,,,,,,
,0.95041478777665,1.96958506668108,-1.28907271477293,1.75533150100262,0.637298248466332,,,,,,,,,,,,,,,,,,,,,,
,0.875865656071486,1.91715373663243,-1.30400557989872,1.64952087967197,0.519416150686728,,,,,,,,,,,,,,,,,,,,,,
,0.793098135243884,1.85911415441542,-1.32078005415677,1.68559157309232,0.962484771566598,,,,,,,,,,,,,,,,,,,,,,
,0.703676806409434,1.79657794596434,-1.33909551422109,1.72928633234619,0.794779024658518,,,,,,,,,,,,,,,,,,,,,,
,0.608408316384222,1.72918550169443,-1.35773642452818,1.68406754422597,-0.19088691632126,,,,,,,,,,,,,,,,,,,,,,
,0.522685000846719,1.67033720722421,-1.37654715921711,1.26013844980309,-1.117305082694,,,,,,,,,,,,,,,,,,,,,,
,0.431902047337947,1.60617126899227,-1.39437118386788,1.08516306062302,-2.24374660432304,,,,,,,,,,,,,,,,,,,,,,
,0.359337207922595,1.55408723962956,-1.40771464980035,0.376056457021605,-2.1237352714513,,,,,,,,,,,,,,,,,,,,,,
,0.327683519364933,1.53425968609944,-1.41682371254418,-1.02735606651652,-1.85540958726258,,,,,,,,,,,,,,,,,,,,,,
,0.31490196118941,1.52964684595547,-1.42436030921566,-1.98791272037317,-1.30676069452526,,,,,,,,,,,,,,,,,,,,,,
,0.307996113126177,1.52998737134718,-1.43165334662752,-2.32486191263217,-1.34717555244013,,,,,,,,,,,,,,,,,,,,,,
,0.302336973097133,1.53192804400137,-1.4395190997291,-2.22584193207103,-1.22528670855556,,,,,,,,,,,,,,,,,,,,,,
,0.290126158203196,1.528336899346,-1.44764665682849,-1.78725371921405,-2.2595286613708,,,,,,,,,,,,,,,,,,,,,,
,0.282471249685459,1.5288182586607,-1.45584888781923,-1.47243698231091,-2.43993677427155,,,,,,,,,,,,,,,,,,,,,,
,0.271728161556418,1.5268041044985,-1.46430181181637,-0.9898394945468,-2.26512611059515,,,,,,,,,,,,,,,,,,,,,,
,0.262578050172331,1.52575031851821,-1.4722537314731,-0.595129719914894,-1.97879097687711,,,,,,,,,,,,,,,,,,,,,,
,0.258514807572963,1.52789879403387,-1.47875986630812,-0.419968818213079,-1.65199675137683,,,,,,,,,,,,,,,,,,,,,,
,0.268132359417198,1.5412835471902,-1.48436124962205,-0.583286426797827,-1.63181200588622,,,,,,,,,,,,,,,,,,,,,,
,0.274643236908665,1.55145705004544,-1.48941800273811,-0.486954694164297,-2.18536399933733,,,,,,,,,,,,,,,,,,,,,,
,0.290195598756742,1.56960528137457,-1.49450081828984,-0.535066947495011,-2.32717806883973,,,,,,,,,,,,,,,,,,,,,,
,0.296352825653055,1.58001040424223,-1.50017458210258,-0.131472984361494,-2.50148393675846,,,,,,,,,,,,,,,,,,,,,,
